Unnamed: 0,issue_id,issue_title,issue_description,post_id,post_title,post_description
604,MDL-39714,Add shuffling option to unit multichoice display in numerical and calculated questiontypes,"See https://moodle.org/mod/forum/discuss.php?d=227668
",227668,Calculated questions with selectable units,"For my engineering students, I want calculated questions with selectable units in a drop-down box... BUT... I want to have bogus units included. For engineering, coming up with the correct unit is an assessable skill. There in no point sticking the correct (default) unit at the top of the selection box and giving the student a great big hint at what unit they should be using. Knowing the correct unit is THEIR job! P.S. I seemed to have a little work-around in M2.4.1 where I could avoid the top unit multiplier defauting to 1.0 by building the question in XML with ""bogus"" units having weird multipliers (like 9999999999) - then  import the question. Seems this has been busted in M2.4.3 so I am back to square 1. Grrrrr. That's only several hundred questions smashed up, because now I have a 1.0 on a supposedly bogus unit at the top of every unit drop-down box.  Ouch. Anyway, this is what a question is supposed to look like... http://learneasy.info/MDME/Moodle/Moodle-forum/units-pull-down-turbine.png"
605,MDL-39790,Make My Latest badges block appear on the course page,"The My Latest badges block can appear on the Front page or on the My home page but as  the following two forum threads show, there is interest in having a block displaying badges on the course page. I wonder if it is possible to make this block available on course pages? Both of the following forum threads contain suggested code to make this possible:

https://moodle.org/mod/forum/discuss.php?d=226195
and also
https://moodle.org/mod/forum/discuss.php?d=228787",226195,Feature Request - Badges Block,"Howdy all, Great to have seen this feature finally make core. Awesome work and a huge congrats to all who worked on it.= ) Thought I would start a tread on a feature request I am thinking of to see if there is enough traction. If so, I'll add it to the tracker for voting. I do like the My page implementation to display badges awarded. But I think for many this seperates the awarding to far from the implementation itself in the course. I am suggesting a course orientated block that will show all badges currently awarded in the current course only . It would also provide a link to the main My Badges page for the bigger picture. This way a teacher could choose to add a block allowing students to see an up to date snapshot of awards they have received for their current course. I have attached a basic mockup of my idea. I think it would be realtively simple to implement. Thoughts? Ideas? Improvements? Don't keep them to yourself. Post here and let's get the discussion moving."
606,MDL-39921,More Badge Criteria,"As discussed in the thread https://moodle.org/mod/forum/discuss.php?d=229477#p996621, more badge awarding criteria would be welcome.

Some ideas:
- gain more (or less) than a particular score on a quiz
- upload a profile picture
- Contribute to a forum
- Complete an activity by a deadline (forum post, upload work, quiz, workshop etc.)
- achieve more than a particular score on any type of activity (workshop, rated forum posts, uploaded activity, offline activity, etc)
- getting badges as criteria for other badges

Also allow a badge to be awarded if multiple of these criteria are met.",229477,Badges Wish List,"I've been playing with badges for a short while now and there are a few things I'd like to see implemented, if possible, that I think would probably be of use to others as well. 1. Upgradable badges - students can earn different, upgraded versions of the same badge. The new version will replace the old one. 2. More badge criteria - at the moment badges are awarded on completion of certain activities or awarded manually. I would like to see badges which were awarded automatically based on scoring a particular percentage on a quiz, or even getting one particular question right (though this might be a little more challenging to implement well). 3. Badge Award Pop-ups - something a little triumphant to tell you you've won a badge instantly rather than waiting for the email. 4. Be awarded the same badge multiple times - like a gold star for excellent work. You can then measure progress against others by how many gold stars you manage to collect. There could even be another badge for 5, 10, 20 etc. gold stars. For example. I've been reading a few of the other posts as well and I realise that some features are difficult to implement due to the Mozilla Open Badges integration with regard to the rules placed on the badges by Mozilla. I'd like to suggest that an option be added to remove Mozilla integration. Now I know that the entire point of the badge system seems to be to make them transferable but I would argue that for many many Moodle users this is a superfluous feature that they, or their students, simply will not use. I speak from the point of view of a UK high school teacher who runs a number of Moodle courses and I can't see any reasons why my students would want to save their badges, export them to Mozilla and be able to add them to CVs (which is what I understand the Open Badges system is actually for), except bragging rights. When I invent a badge to be awarded to my students the reason is motivational; they will want to collect them and this will inspire them to complete more of the work and to complete it to a higher standard. Pupils love xBox Live achievements and the badge system mimics this for them, which is an absolutely brilliant thing to do. This means I will invent a lot of badges for some seemingly quite trivial things such as being good at a particular topic, handing in work on time etc. The English department has one for 'using 5 semi-colons'. My point is that an employer need not know about these and they need not be exported. Allowing a badge to be 'unexportable' might allow many more, desirable, badge options to be included which would increase student motivation ever more, which is the main reason I use them whether or not it was the intended outcome."
607,MDL-39922,Award the same badge multiple times,"As discussed in the thread https://moodle.org/mod/forum/discuss.php?d=229477#p996621, being able to award the same badge more than once would be welcome.

The badge should only appear once on the user's profile, but with a small multiplier symbol (2x, 3x, 4x, etc) next to, or on it.

This would be useful for awarding things like gold stars for generic excellent work.

Another badge criterion could be to be awarded a certain number of another type of badge, for example, the ""10 Gold Star Badge"" could be awarded when the user has been awarded 10x gold stars.",229477,Badges Wish List,"I've been playing with badges for a short while now and there are a few things I'd like to see implemented, if possible, that I think would probably be of use to others as well. 1. Upgradable badges - students can earn different, upgraded versions of the same badge. The new version will replace the old one. 2. More badge criteria - at the moment badges are awarded on completion of certain activities or awarded manually. I would like to see badges which were awarded automatically based on scoring a particular percentage on a quiz, or even getting one particular question right (though this might be a little more challenging to implement well). 3. Badge Award Pop-ups - something a little triumphant to tell you you've won a badge instantly rather than waiting for the email. 4. Be awarded the same badge multiple times - like a gold star for excellent work. You can then measure progress against others by how many gold stars you manage to collect. There could even be another badge for 5, 10, 20 etc. gold stars. For example. I've been reading a few of the other posts as well and I realise that some features are difficult to implement due to the Mozilla Open Badges integration with regard to the rules placed on the badges by Mozilla. I'd like to suggest that an option be added to remove Mozilla integration. Now I know that the entire point of the badge system seems to be to make them transferable but I would argue that for many many Moodle users this is a superfluous feature that they, or their students, simply will not use. I speak from the point of view of a UK high school teacher who runs a number of Moodle courses and I can't see any reasons why my students would want to save their badges, export them to Mozilla and be able to add them to CVs (which is what I understand the Open Badges system is actually for), except bragging rights. When I invent a badge to be awarded to my students the reason is motivational; they will want to collect them and this will inspire them to complete more of the work and to complete it to a higher standard. Pupils love xBox Live achievements and the badge system mimics this for them, which is an absolutely brilliant thing to do. This means I will invent a lot of badges for some seemingly quite trivial things such as being good at a particular topic, handing in work on time etc. The English department has one for 'using 5 semi-colons'. My point is that an employer need not know about these and they need not be exported. Allowing a badge to be 'unexportable' might allow many more, desirable, badge options to be included which would increase student motivation ever more, which is the main reason I use them whether or not it was the intended outcome."
608,MDL-40000,"Course overview block needs link extended to ""You have assignments that need attention"" message","When the message ""You have assignments that need attention"" appears under a course in the Course overview block, it's not at all obvious that clicking on the icon next to the message will produce a list of assignments with due dates, and for assignments with unmarked submissions, a link to the assignment marking form.

We suggest extending the link on the icon to the message as well.

See discussion https://moodle.org/mod/forum/discuss.php?d=226744
",226744,You have assignments that need attention,"Hi We are using Moodle 2.4.2+ (Build: 20130315) I'm looking for some more information about what, specifically, triggers when the phrase ""You have assignments that need attention"" appears on a user's My Home page for a given course (whether that user be a student or teacher).  I'm finding that the phrase seems to be perpetually present for both students and teachers, no matter what the student/teacher submits, accomplishes or grades.  For example: even if a student has completed and submitted all assignments for a given course, he still gets the ""You have assignments that need attention"" message for the course on his home page even if a teacher has graded all pending assignments for a course, he is still getting the ""You have assignments that need attention"" message for the course on his home page. We are encouraging our teachers to use Assignments for posting HW assignments, whether or not an online submission is required, so that the assignments are automatically posted to the course & students' calendars ... but this seemingly counter-intuitive behavior of the ""You have assignments that need attention"" label is causing users to lose faith in the Assignment module. On a somewhat related note, it's not clear how we should be posting ""offline"" assignments in Moodle 2.4, where offline assignments are defined as those which do not require any file submission (such as reading assignments).  We would like to post them as Assignments, so that the reading assignments post to the course calendar and such, but at some point that reading assignment needs to fall off the RADAR so that the student is not continually reminded that he ""has assignments that need attention.""  I've experimented with setting the Cut-off date in conjunction with the Due Date, and have received mixed results.  Earlier versions of the Moodle assignment activity refer to offline assignments, but that doesn't seem to be the case for the new Assignment activity. Should we be looking to implement completion tracking?  Will this help, or complicate the situation? Thanks Joe"
609,MDL-40031,Make ext. database enrollment import activities/blocks from template course ,"The new course does not include the resources (such as a label) I added to my template.

https://moodle.org/mod/forum/discuss.php?d=202631

Actions:

Create a template  course
Course full name: 'templatecourse'
Add a Course short name: 'templatecourse'
Add a label

In Plugins --> Enrolments --> External database

Select the Default new course category: CC/miscellaneous

Enter New course template: 'templatecourses'

Save changes.

Following CRON and new course creation, all courses are empty, void of the label I entered in the template.

I expect the newly created courses to contain the label I added to the template but maybe this is a misconception. Should this contain my label or just use new settings such as a default file size?

After re-reading

""Optional: auto-created courses can copy their settings from a template course. Type here the shortname of the template course.""

I think the key word here is settings. I need to move this to a feature request so that templates can include items like labels.",202631,New Course Template Not Working,"We are going to upgrade to Moodle 2.2 this weekend. I am finding that the New Course Template under external database connection configuration is not working. I have the correct shortname for the template course but still does not seem to copy the settings such as the layout of the blocks and certain content as in the template. Courses however are created but with just a blank template (which shows that the new course creation works but not based on the template). Basically, I want a process similar to restoring a course from backup. i.e. you design a course with all the blocks, and various components into the base course, then when the script runs to synch agains an external database, it creates the new course if non-existent and enrol the students. We have around 700 new courses created each semester created at various times as the registrar approves them. Can anyone confirm that this works in Moodle 2?"
610,MDL-40125,Modify X-UA-Compatible header to enable Google Chrome Frame usage,"It seems that Moodle's header generation code sets the X-UA-Compatible header to ""IE=edge"" rather than ""IE=edge;chrome=1"", or at the very least ""IE=edge;chrome=IE7"". The ""chrome="" segment of the header [enables Google Chrome Frame to take over|http://www.chromium.org/developers/how-tos/chrome-frame-getting-started#TOC-Making-Your-Pages-Work-With-Google-Chrome-Frame] instead of IE. It seems that since Moodle does not fully support older versions of IE anyway, it makes sense to enable chrome frame for at least those browsers (using ""chrome=IE7""), if not globally (using ""chrome=1"").

Contrary to [one of the comments here|https://moodle.org/mod/forum/discuss.php?d=213104], Apache cannot be configured to enable GCF, since Moodle actually does override any server-defined X-UA-Compatible header with its own.

The fix would be simple, to replace any instances of header('X-UA-Compatible: IE=edge') and <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"" /> in the codebase with header('X-UA-Compatible: IE=edge;chrome=IE7') and <meta http-equiv=""X-UA-Compatible"" content=""IE=edge;chrome=IE7"" /> respectively.
",213104,Add Chrome Frame compatibilty,"Seeing as support for IE7 has now been dropped as well. Could you add Chrome Frame compatibilty? I believe you just need to add a header to the theme (all themes). <meta http-equiv=""X-UA-Compatible"" content="" IE =edge,chrome=1"" /> https://developers.google.com/chrome/chrome-frame/ Cheers, Michael (some tags - chromeframe chrome-frame)"
611,MDL-40225,Cloze Questions: should be possible to set fractional weights for subquestions,"When writing the special code for shortanswer and multichoice, the number in the code reflects a whole mark or grade toward the question.

If you try to enter an fractional mark, Moodle ignores the embedded answer.
Only whole mark is accepted here.


STEPS :
- create a Embedded answers (Cloze) question
- in the question text, enter 
A greengrocer's : {0.5:MULTICHOICE:%100%Green beans~%-100%The tabloid press~%-100%Bathroom tiles~%-100%Veal}
A D.I.Y store : {0.25:MULTICHOICE:%-100%Green beans~%-100%The tabloid press~%100%Bathroom tiles~%-100%Veal}
A newsagent's : {1.5:MULTICHOICE:%-100%Green beans~%100%The tabloid press~%-100%Bathroom tiles~%-100%Veal}
- Decode and verify the question : Moodle ignores the special code

Nicholas Burgess reports this problem with SHORTANSWER in Moodle ""v2.2"" : https://moodle.org/mod/forum/discuss.php?d=228036

I have the same problem with MULTICHOICE in Moodle 2.5.

As the rest of the system is capable of handling fractional maximum marks, I choosed ""Bug"", maybe New feature is better ?",228036,Cloze Questions - Marking,"When writing the special code for shortanswer and multichoice, the number in the code reflects a whole mark or grade toward the question. We are unable, maybe it's not possible, to award half a mark or even a 1/4 of a mark. For a whole mark we would write {1:SHORTANSWER:=Word~=Another Word} Can you, or how do you state it as 1/2 or 1/4 of a mark. Unfortunately a {0.25:SHORTANSWER:=} and {0.5:SHORTANSWER:=} do not work and {%0.25%:SHORTANSWER:=} either. We're on v2.2. Thanks, Nick."
612,MDL-40243,LDAP cron synchronization script not suspending user,"Authentication > LDAP > cron synchronization script > Removed ext user = ""Suspend internal"". 

Remove user from existing LDAP directory
Running sync_users script manually appears to suspend user that was removed from LDAP directory
User account does not appear suspended when viewed from within Moodle.


Discussion here:

https://moodle.org/mod/forum/discuss.php?d=230854
",230854,LDAP Sync,"Good Morning/Afternoon/Evening (depending where or when you read this) I am experimenting with LDAP authentication sync - so all our users are pulled in and in theory lecturers can pre-enrol their students into courses before they even arrive in September... I have the script running but it doesn't seem to be suspending users - it is picking up the changes in AD, as an emailed output of a cron job shows me... but the users aren't being suspended in Moodle... Any ideas?"
613,MDL-40551,Support fully deleting badges,"Currently it is not possible to fully delete a badge or un-award a badge that has already been issued.

This was intentional and reflects the distributed nature of badges - once a user has been given a badge it belongs to them and it cannot be easily taken off them by the issuer.

However there are some circumstances where it is reasonable to want to remove badge data completely:

# Test badges
# Revoking an award when a user is found to have cheated
# Data retention laws

See https://moodle.org/mod/forum/discuss.php?d=229293 for more discussion.

Not being able to delete badge data is also causing some usability issues. For example in this video:

http://www.youtube.com/watch?v=FX_ggTZjn8I

The user deletes a badge (13:30) and clearly expects the awarded badges to go away too (15:30).

I think we should look at this issue again and try to come up with a workflow that will allow badge creators to fully delete badges when it makes sense to do so. The challenge is to make the consequences and limitations of doing so clear.

One thing that will help is that the open badges specification has moved along since our original implementation and now has support for revoking badges via signed assertions. This will require some changes to the baking and validation code but will make it possible to revoke already issued badges in a more user friendly way.
",229293,Some legal aspects about badges,"May be this is a German perspective, but we think it will be relevant for others also. During analysing badges feature we found some issues that should be solved.  If we haven't found some existing features or settings. Most organization will start work with badges in test courses. The badges users get from this courses can't be deleted. This should be possible. If a students gets a quiz result and therefor a badge, but afterwords the teachers finds that the student cheated during the quiz, normally he would delete the quiz attempt and results. It should be possible to delete such badges by anybody inthe system. Its clear that there is no influence if the student exported the badge in between. There are lots or workers council contracts that personal data about performance data. Most of the time its not allowed to hold such data endless in databases. They have to be deleted fully if a students gets from the school/univesity, the employee leaves the company of time based after some years. Its  a little bit similar to log data that have to be deleted after weeks or months. We didn't found an option to really delete such data in the database fully. Our suggestion: Add system settings: - delete user badge data if the account is deleted - delete badges after x month, x years fully. Ralf Hilgenstock German Moodle Partner"
614,MDL-41081,Add a means of prepending items to the navbar.,"At present you can add items to the end of the navbar but you cannot prepend them to the start.

This was asked about in the forums: https://moodle.org/mod/forum/discuss.php?d=233788

It makes sense to add it as a feature and its implementation would be dead easy.",233788,prepend to navbar?,http://docs.moodle.org/dev/Navigation_API tells me I can add (append) an item to the navbar (breadcrumbs). Can I prepend an item (to come before the first one)?
615,MDL-41405,Better Alignment of text in course info/summary layout.,"When viewing the course description page, all of the 2.5 themes (except Afterburner) shift the description to the right 1/2 of the description block, thereby creating a whole lot of wasted space and the description ends up being twice as long as it needs to be. Too much whitespace results from the shifting of the course description to the right of the course title.
See https://moodle.org/mod/forum/discuss.php?d=235158 for examples.",235158,Course Description Page - 2.5 Too Much White-space,"When viewing the course description page, all of the 2.5 themes (except Afterburner) shift the description to the right 1/2 of the description block, thereby creating a whole-lotta wasted space and the description ends up being twice as long as it should."
616,MDL-41476,SCORM - increase 1.2 datamodel lengths,"SCORM 1.2 spec states that suspend_data should be no more than 4096 characters - problem is that many SCORM authoring tools create packages that go over this limit and fail in various ways. (SCORM 2004 spec allows a higher number of chars)

People have previously published their packages as SCORM 2004 to get around this limit but as we are no longer continuing to develop SCORM 2004 in Moodle I think it would be useful to add a setting for people to allow 1.2 packages to store more data.

We also enforce 1.2 limits on other areas like student response:
https://moodle.org/mod/forum/discuss.php?d=216092

I'd like to add an admin level setting ""SCORM 1.2 standards mode"" that is enabled by default (eg compliant with the standard) - if people want to allow their packages to break the standard they can untick the box. - unticking this box would increase the CMIString4096 and CMIString256 in mod/scorm/datamodels/scorm_12.js.php to a higher value.",216092,SCORM 1.2 Student Reponse Capped at 250 Charaters,Moodle version: 2.1.1. SCORM 1.2 package using Articulate Quiz Maker 9. The issue I am running into is a capped student response of 250 characters when reviewing the grades on my Moodle site. I have created an survey using Articulate Quizmaker 9 and published to a SCORM 1.2 package. After uploading this to the moodle site I can take and review the quiz fine but notice that the sudent response has been capped at 250 characters. Articulate ensures me there is no character limit to the LMS packages the software publishes and this has to be a setting with my LMS system. Does anyone have any additional information that could steer me in the right direction?
617,MDL-41686,Choice of Aggregation Methods in Rubric Grading,"I would like to be able to choose Highest or Lowest aggregation methods within Rubric grids. Being able to carried forward the lowest grade from a number of rows would be perfect for BTEC grading in the UK. It would also be useful if there could be an option to aggregate only the lowest/highest row on a rubric grid.

More details from a Developer forum discussion (including a basic patch) can be found here: https://moodle.org/mod/forum/discuss.php?d=235983

Thanks

",235983,Calculations in Rubrics,"Hi, Does anyone think it would be possible to use rubrics that only carry forward the lowest grade/points from the whole grid to the gradebook? For example Grading Criteria 1. PASS Provide Accurate descriptions 70 Points MERIT Provide Explanations 80 Points DISTINCTION Provide critical comment 90 points Grading Criteria 2. PASS Good Presentation 70 Points MERIT Excellent Presentation with appropriate use of colour 80 Points DISTINCTION Professional standard of presentation 90 Points (this is a random example of a rubric in case anyone thinks the criteria are a bit strange!) So........ If a student Achieves a distinction for criteria 1 but only achieves a pass for criteria two then they would only score 70 points in the moodle gradebook. In other words; only 1 grid square will count towards the overall score and that square will be the one with the lowest score for the whole grid (unit). The intention is to use a modified version of the standard rubric grading method. It will be used for BTEC grading. I am aware of other plugins under development for BTEC grading but this method would fit perfectly into a gradebook design I am already using which is working really well to add up unit scores and provide accurate end of year grades in much the same way that Edexcel (the exam board) calculate grades through their own systems. We currently use outcomes to achieve a similar result but the visual nature of the rubric along with more detailed feedback for each criteria would be really beneficial. Would anybody be able to help with this or offer any ideas? Any advice would be appreciated. Thanks"
618,MDL-41730,Double-clicking the Submit button in any moodle form causes the action to be repeated,"When a student is making a post to a forum, if they double-click on the ""Post to Forum"" button, two posts will occur.

At first, I thought that this is really just a user problem... don't double-click!  But then I got to wondering if there is a way in either php, or in other moodle code, to catch and ignore the second click?  Then, I got to thinking about where else in Moodle a double-click might be a problem.  Hmmm, maybe in other places where a form is filled out, such as filling out a profile and clicking Done.  Somehow, as in this example, two student profiles are not created... no problem.

I do know that right now, according to Martin, that a lot of emphasis is being placed on improving forums, so maybe this request can be added to the list, if it is not already there.

Some discussion about this has occurred on moodle.org (https://moodle.org/mod/forum/discuss.php?d=236850).

I am using 2.5.1, and the problem is there.  I think that this problem could have been around for awhile.",236850,Anyone know why a students post would duplicate 3 times in the same forum?,"Hi all, We're using Moodle 2.4.3. Lately when some students post in the forums it will create 3 of their posts. Usually 2 are posted with the same time and one a second later. Everything is the same in the post. People are using desktops or laptops, not iPads/phones when this happens. Any idea why and what I could do to prevent this?"
619,MDL-41747,Make it possible to show the TinyMCE HTML editor tools as default,"Since Moodle 2.5, the TinyMCE HTML editor tools are hidden by default in many instances. In order to use these tools a user has to click on the [Show editing tools] tab to display and use the tools.

I propose that Moodle Admins should be able to decide whether or not these tools are shown by default.

This would be an improvement over the current 2.5.x situation for two reasons:

1) Moodle users expect to see the HTML editor. Regular (non techie) users of Moodle are confused with this new way of doing things. e.g. see this discussion:
https://moodle.org/mod/forum/discuss.php?d=233303

2) Almost all Moodle users that I know (teachers and students) use the HTML tools. The 2.5 way of doing things forces them to click on the [Show editing tools] tab before they can use the tools.
",233303,Show editing tools 2.5 as default?,"How can we change it from a plain text editor to showing the editing tools by default? Thank you, Barbara"
620,MDL-41777,Moodle 2.5.1 - Update this resource Button Missing - Resource Navigation Missing ,"Previously i had used Moodle 1.9.3 ..In Moodle 1.9.3 i create page using add a resource - compose a web page . After i edit content through ""Update this resource button ""  which is existing in right side upper corner and i navigate the course through course navigation tool in right side top corner .In Moodle 2.5.1 i can not edit like this , i search edit  and unfortunately our screen size become very large in horizontal .I like every thing in Moodle 2.5.1 expect this ...what should i do ? Also i declare post "" https://moodle.org/mod/forum/discuss.php?d=236571 "" .  
  ",236571,Moodle 2.5.1 Resource Screen Layout,"I am Newly installed Moodle 2.5.1 ,Previously i have used 1.9.3 . In Moodle 2.5.1 i could not access  update resource button and resource navigation .I have attached Moodle 1.9.3 Screen for your Reference . Please help me to resolve the error . Thanks in Advance ."
621,MDL-42337,"Allow students to see grades for a hidden quiz in the Gradebook, if explicitly allowed by instructor","After implementation of MDL-31487, we have lost the ability to show grades for hidden quizzes in the gradebook. 

Previously we were able to hide the quiz on the course homepage, but still allow students to see the grade in the gradebook, if needed. 

The steps that were working prior to 2.4.6 and 2.5.2 
 - Hide the Quiz on the course homepage
 - Go to Quiz activity Settings.
 - Locate ""Review options"" area. 
 - There are 4 possible states for 'Marks"" (grades). If they are checked properly, then the Grade for the quiz will be shown to a student in the Gradebook. Even though the activity itself is hidden on the course homepage.

All other activities do allow such option (they can be hidden, but the grade can be made visible, if desired) 

Related discussion: https://moodle.org/mod/forum/discuss.php?d=241474  
",241474,Quiz grade in grade book hidden from students,"I am hiding the quiz activities on the main course grade. This also hides the quiz grade in the grade book. In the grade book, there isn't an eye to open the grade. How can I unhide the grade in the grade book? I am using Moodle 2.4.4"
622,MDL-42520,Improved $OUTPUT->header() to include page content header.,"As Tim's suggested, printing out the page content header should probably be part of OUTPUT->header() function.  

Forum discussion regarding this: https://moodle.org/mod/forum/discuss.php?d=242457
",242457,Loads of extra headings in Moodle 2.6. Do we really want that?,"Following the developer's hackfest last year, Amy Grosheck and other started working on http://docs.moodle.org/dev/HTML_Guidelines , which seemed like a good idea. People have often said here that we should have better guidelines to make the HTML in Moodle to be more consistent. The problem is what happened next. The Moodle HQ frontend team decided to start trying to implement those guidelines, even though they are not really finished, and they have not been discussed much. And the real problem is that what has actually been done in response to that spec ( MDL-40685 , MDL-41615 ) is that they have added lots of additional headings to all the different Modules in Moodle core. (But they have not yet documented what they have done, to explain to third-party module developers how to update their modules in a consistent way.) They have done this by adding lots of separate $OUTPUT->heading() calls in lots of separate *.php files. I have several problems in this: When you are studying a particular activity, e.g. reading a book or forum, or taking a quiz, you know what you are doing. Those headings waste space on every page that would be better taken up by the learning material. The information about the current course and activity are already in the page header. (So, if it is desirable to have the current course and activity name marked up as headings in the HTML, for accessibility , just change the markup in the header. It is certainly undesirable for screen-reader uses to have the same text repeated redundantly after the skip to main content link target.) The the goal is to be consistent on every page, why has this been implemented has separate calls to $OUTPUT->heading all over the codebase, why was this not just implemented once in a renderer method, guaranteeing that the way this is displayed on every page is consistent, and making it possible for themes to override how this is displayed? Anyway, that is what going on and why I am concerned. However, you folks know much more about design and what theme developers need that me, so perhaps you tell me to stop worrying; or you can confirm my worries and help to propose a better solution before it is too late. Thanks."
623,MDL-42522,A geographical map API in core,"Currently Moodle has a map feature for IP address lookup (under /iplookup), but there are additional places that maps could be useful, so having shared map functions would be a good idea:
 * Contrib plugins already exist for showing online users on a map [0], searching for places specified by a CSV upload [1], but they use their own map code.
 * I'm developing a Database activity enhancement to display LatLong fields on maps [2].
 * I don't know if it's important, but MDLSITE-2478 could use a shared map. I imagine others could think of some interesting ways of using it as well.

I've a proof of concept up at [3].

At this point I'm wondering whether MoodleHQ would accepted something like this into core, so it's available for iplookup, my Database patches (or a new field), and any other plugins.


Key components:
 * Make the Leaflet javascript map library [4] available as a YUI module.†
 * Use OSM maps
 * Ammend core settings (replacing/augmenting googlemapkey3):
  ** enable/disable JS maps
 * Helper functions to add maps to pages, and plot markers/vectors/popups on them.
 * Maps for inputting geo data
 * Provide a non-javascript fallback (like iplookup)

† There are other map libs, e.g.:
 * OpenLayers - older, larger, with more features than I think we need here.
 * Modest Maps - fairly minimal, with fewer 
 * Polymap - looks interesting for data mapping, but not sure how useful that would be in Moodle.

...however, I'm most familiar with Leaflet and feel it hits the right features/weight balance (e.g. includes geoJSON, but avoids complications with projections), so think it's the right place to start.


Possible future features:
 * Add/ammend core settings to:
  ** Choose map provider (e.g. OSM, Google, Cloudmade, etc.)
 * Geocoding
 * Reverse geocoding


What's the best way for me to proceed?


[0] https://moodle.org/plugins/view.php?plugin=block_online_users_map
[1] https://moodle.org/plugins/view.php?plugin=block_simple_map
[2] https://moodle.org/mod/forum/discuss.php?d=241006
[3] http://dbtest.conted.ox.ac.uk/moodlemaps/
[4] http://leafletjs.com/",241006,New map module for Moodle,"I've a teacher request for a map-focussed activity, and think that I can create something using the Database activity, if supplemented with map widgets to complement the Latitude/longitude field. Rather than just pile straight in building something myself, I've had a look around for existing work - here's what I found: Core 1. iplookup Google map if key present, otherwise Static map image fallback Plugins 1. Simple Map block (David Bogner - https://moodle.org/plugins/view.php?plugin=block_simple_map ) M2 - M2.4. ""This block provides a Google map search for places you uploaded via a csv file. For example you can upload a list of libraries of your country and then, the user can find the closest library for the given address of the user."" Google key required 2. Online Users Map block (Alex Little - https://moodle.org/plugins/view.php?plugin=block_online_users_map ) M2 - M2.4. ""Similar to the online users block, but this block uses the geographical information from users profiles to display the locations of online users on an OpenStreetMap or Google map."" Choice of Open Street Map or Google (no key required) maps Geocoding via http://www.geonames.org 3. Map module (Ted Bowman - https://moodle.org/mod/data/view.php?d=13&rid=1745&filter=1 ) Seems abandoned: No M2 version, and Ted doesn't seem to have logged in since Sept 2010. Javascript errors when I tried it on an old M1.9 installation. Screenshot on http://salvetore.wordpress.com/2011/09/16/the-best-moodle-extensions-you-might-not-have-heard-about/ ""This is a map activity module. It allows the creation of geographic maps to be used in courses."" Displays a map with teacher/student specified pins. Proposal Create a new map module which provides: Map configuration, e.g. choice of Google, OSM, static image, etc. Via ""Location settings"" if in core, otherwise in it's own settings. Widget(s) to display a map with specified data plotted Widget(s) with a map for geo input (e.g. LatLon points, polyines, etc.) Geocoding. It's quite possible that some of the existing code (likely from the Online Users Map block) could be re-used, although I would expect to use the Leaflet map library for flexibility with tiles ( http://leafletjs.com/ ). A shared module could reduce code duplication, and provide maps for multiple tools, e.g. iplookup Maps in Database activities - e.g. tags for a LatLon map widget in the Database activity instead of linking out (the reason I started looking at this area). Online Users Map block (if Alex wants to use it) Simple Map block (if David wants to use it) A re-creation of Ted Bowman's map activity (if someone wants to build it it) Others I haven't thought of... With all that, I have these questions: What have I missed? Should this be a separate plugin, or added to core? Would this be of interest for other bits of Moodle/plugins?"
624,MDL-42588,Add option to Scorm setting to display or hide activity name,"From the discussion on MDL-41797, we are allowing to have option to display or hide the activity name.  

Currently, there's no option to do this in Scorm. This option could be used to prevent duplication of heading display on the page as mentioned in discussion also occurs in https://moodle.org/mod/forum/discuss.php?d=242457.

A draw back for implementing this is the possibility of losing the page hierarchy level for heading.  Some user with screen reader or assistive technology use these header levels as page structure to navigate the web page.

I also created a forum discussion to get feedback from the community https://moodle.org/mod/forum/discuss.php?d=244295.

",242457,Loads of extra headings in Moodle 2.6. Do we really want that?,"Following the developer's hackfest last year, Amy Grosheck and other started working on http://docs.moodle.org/dev/HTML_Guidelines , which seemed like a good idea. People have often said here that we should have better guidelines to make the HTML in Moodle to be more consistent. The problem is what happened next. The Moodle HQ frontend team decided to start trying to implement those guidelines, even though they are not really finished, and they have not been discussed much. And the real problem is that what has actually been done in response to that spec ( MDL-40685 , MDL-41615 ) is that they have added lots of additional headings to all the different Modules in Moodle core. (But they have not yet documented what they have done, to explain to third-party module developers how to update their modules in a consistent way.) They have done this by adding lots of separate $OUTPUT->heading() calls in lots of separate *.php files. I have several problems in this: When you are studying a particular activity, e.g. reading a book or forum, or taking a quiz, you know what you are doing. Those headings waste space on every page that would be better taken up by the learning material. The information about the current course and activity are already in the page header. (So, if it is desirable to have the current course and activity name marked up as headings in the HTML, for accessibility , just change the markup in the header. It is certainly undesirable for screen-reader uses to have the same text repeated redundantly after the skip to main content link target.) The the goal is to be consistent on every page, why has this been implemented has separate calls to $OUTPUT->heading all over the codebase, why was this not just implemented once in a renderer method, guaranteeing that the way this is displayed on every page is consistent, and making it possible for themes to override how this is displayed? Anyway, that is what going on and why I am concerned. However, you folks know much more about design and what theme developers need that me, so perhaps you tell me to stop worrying; or you can confirm my worries and help to propose a better solution before it is too late. Thanks."
